SubscriptionId,Timestamp,LogLevel,Tag
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326709613,0,N_REGUSER_NO
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326764884,0,N_REGUSER_NO
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326815848,0,N_CMOBILE_SENDOTP
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326854092,0,N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326963866,0,B_BASKET_6
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707326988376,0,D_PRODUCT_CANCEL
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707327038925,0,S_DB_BKPRSTR
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707327100569,0,A_BACK
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707327143272,0,H_EXPIRY_EDIT
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707327174167,0,A_REPORTS
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707327980145,0,R_TODAY
3c3e33c5-b551-459d-9ec5-a3a5eacbcaa8,1707350540257,0,S_MY_ACCOUNT
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707350750366,0,A_PRODUCTS
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707350767709,0,A_ANGADI
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707350797708,0,S_MY_ACCOUNT
3c3e33c5-b551-459d-9ec5-a3a5eacbcaa8,1707350601601,0,A_BACK
3c3e33c5-b551-459d-9ec5-a3a5eacbcaa8,1707351024464,0,S_MY_ACCOUNT
a34479af-8025-422a-8e07-04e6bc72d495,1707351042058,0,N_PLANDETAILS_OK
a34479af-8025-422a-8e07-04e6bc72d495,1707351165660,0,S_VERIFY_MOBILE
a34479af-8025-422a-8e07-04e6bc72d495,1707351217168,0,N_CMOBILE_SENDOTP
a34479af-8025-422a-8e07-04e6bc72d495,1707351249436,0,N_OTPVERIFIED_NO
a34479af-8025-422a-8e07-04e6bc72d495,1707351277917,0,N_PLANPAYMENT_MAKE
a34479af-8025-422a-8e07-04e6bc72d495,1707351308008,0,A_BACK
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707350891658,0,D_PRODUCT_CANCEL
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707364563347,0,S_MY_ACCOUNT
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707364703909,0,H_ABOUT_OK
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707364812718,0,A_BACK
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374332519,0,N_WELCOME_YES
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374383593,0,P_STOCK_ADD
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374414368,0,S_BASKET_CHECKOUT
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374460677,0,D_PAYMENT_WA
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374521997,0,D_CUSTOMER_SAVE
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374618028,0,N_VPAWARN_NO
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374667917,0,N_VERIFYOTP_VERIFY
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374705461,0,N_OTPVERIFIED_NO
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374733438,0,B_BASKET_1
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374786961,0,D_PAYMENT_ADD
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374799610,0,D_PAYMENT_ADD
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374815224,0,D_PAYMENT_REPORTS
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374815224,0,D_PAYMENT_REPORTS
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374937572,0,A_PRODUCTS
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707374960007,0,A_ANGADI
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375012114,0,S_MY_ACCOUNT
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375341508,0,A_BACK
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375498990,0,N_PLANDETAILS_OK
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375523369,0,B_BASKET_1
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375630135,0,P_PRODUCTS_SCAN
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375652858,0,D_SCANNER_CLOSE
e81dd7cd-01a5-4e75-8acf-52ef76c1bc7e,1707375753874,0,A_REPORTS
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707375790467,0,H_EXPIRY_EDIT
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,1707375860684,0,A_REPORTS
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707381242102,0,D_CONFIRM_YES
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707381339146,3,Trying to play video that is already playing.
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707399515825,0,A_ANGADI
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707399556148,0,S_MY_ACCOUNT
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707399619419,0,A_REPORTS
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707399635958,0,R_SD_CLOSE
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707403774246,0,P_STOCK_AVEDIT
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707404735564,0,A_CUSTOMERS
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707417535789,0,A_REPORTS
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707417567670,0,R_SD_CLOSE
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707417599180,0,S_BASKET_CHECKOUT
a830d291-bb6d-4540-b39a-a0eedfe03dfe,1707417627100,0,D_PAYMENT_CLOSE
